ore; minuti; secondi; corrente; tensione; lemcurr; lemref; (temperatura/100);
17; 54; 47.129; 1.260; 3.473; 2.553; 2.509; 0.310;
17; 54; 47.179; 1.260; 3.468; 2.556; 2.508; 0.317;
17; 54; 47.229; 1.260; 3.471; 2.554; 2.510; 0.316;
17; 54; 47.279; 1.260; 3.472; 2.552; 2.510; 0.309;
17; 54; 47.329; 1.260; 3.468; 2.556; 2.509; 0.316;
17; 54; 47.379; 1.260; 3.473; 2.553; 2.509; 0.313;
17; 54; 47.429; 1.260; 3.471; 2.554; 2.509; 0.311;
17; 54; 47.479; 1.260; 3.469; 2.556; 2.509; 0.318;
17; 54; 47.529; 1.260; 3.474; 2.553; 2.509; 0.309;
17; 54; 47.579; 1.260; 3.469; 2.556; 2.508; 0.317;
17; 54; 47.629; 1.260; 3.474; 2.553; 2.509; 0.308;
17; 54; 47.679; 1.260; 3.468; 2.555; 2.509; 0.316;
17; 54; 47.729; 1.260; 3.474; 2.552; 2.510; 0.313;
17; 54; 47.779; 1.260; 3.468; 2.556; 2.508; 0.314;
17; 54; 47.829; 1.260; 3.473; 2.553; 2.509; 0.313;
17; 54; 47.879; 1.260; 3.469; 2.555; 2.508; 0.314;
17; 54; 47.929; 1.260; 3.473; 2.552; 2.509; 0.313;
17; 54; 47.979; 1.260; 3.470; 2.555; 2.508; 0.314;
17; 54; 48.029; 1.260; 3.473; 2.554; 2.509; 0.313;
17; 54; 48.079; 1.260; 3.472; 2.554; 2.509; 0.309;
17; 54; 48.129; 1.260; 3.468; 2.557; 2.507; 0.316;
17; 54; 48.179; 1.260; 3.468; 2.556; 2.509; 0.321;
17; 54; 48.229; 1.260; 3.466; 2.557; 2.509; 0.315;
17; 54; 48.380; 1.270; 3.472; 2.552; 2.509; 0.295;
17; 54; 48.430; 1.270; 3.470; 2.552; 2.508; 0.313;
17; 54; 48.480; 1.270; 3.470; 2.554; 2.508; 0.313;
17; 54; 48.530; 1.270; 3.469; 2.555; 2.508; 0.314;
17; 54; 48.580; 1.270; 3.468; 2.555; 2.509; 0.313;
17; 54; 48.630; 1.270; 3.468; 2.555; 2.509; 0.314;
17; 54; 48.680; 1.270; 3.469; 2.556; 2.508; 0.314;
17; 54; 48.730; 1.270; 3.467; 2.556; 2.508; 0.316;
17; 54; 48.780; 1.270; 3.468; 2.556; 2.508; 0.316;
17; 54; 48.830; 1.270; 3.467; 2.557; 2.508; 0.316;
17; 54; 48.880; 1.270; 3.467; 2.556; 2.509; 0.321;
17; 54; 48.930; 1.270; 3.467; 2.557; 2.509; 0.323;
17; 54; 48.980; 1.270; 3.468; 2.557; 2.509; 0.315;
17; 54; 49.030; 1.270; 3.467; 2.556; 2.510; 0.313;
17; 54; 49.080; 1.270; 3.468; 2.557; 2.509; 0.314;
17; 54; 49.130; 1.270; 3.468; 2.557; 2.509; 0.314;
17; 54; 49.180; 1.270; 3.469; 2.556; 2.509; 0.315;
17; 54; 49.230; 1.270; 3.470; 2.556; 2.509; 0.321;
17; 54; 49.280; 1.270; 3.472; 2.555; 2.509; 0.329;
17; 54; 49.330; 1.270; 3.473; 2.555; 2.510; 0.317;
17; 54; 49.380; 1.270; 3.472; 2.555; 2.509; 0.314;
17; 54; 49.430; 1.270; 3.474; 2.553; 2.510; 0.312;
17; 54; 49.480; 1.270; 3.473; 2.554; 2.509; 0.312;
17; 54; 49.530; 1.270; 3.472; 2.555; 2.510; 0.319;
17; 54; 49.580; 1.270; 3.472; 2.553; 2.510; 0.315;
17; 54; 49.630; 1.270; 3.471; 2.554; 2.509; 0.332;
17; 54; 49.680; 1.270; 3.470; 2.556; 2.509; 0.323;
17; 54; 49.730; 1.270; 3.470; 2.555; 2.509; 0.322;
17; 54; 49.780; 1.270; 3.471; 2.555; 2.509; 0.320;
17; 54; 49.830; 1.270; 3.471; 2.555; 2.509; 0.319;
17; 54; 49.986; 1.260; 3.471; 2.552; 2.509; 0.287;
17; 54; 50.036; 1.260; 3.471; 2.553; 2.508; 0.312;
17; 54; 50.086; 1.260; 3.471; 2.552; 2.508; 0.313;
17; 54; 50.136; 1.260; 3.469; 2.553; 2.508; 0.313;
17; 54; 50.186; 1.260; 3.469; 2.555; 2.507; 0.314;
17; 54; 50.236; 1.260; 3.470; 2.553; 2.509; 0.314;
17; 54; 50.286; 1.260; 3.469; 2.554; 2.508; 0.313;
17; 54; 50.336; 1.260; 3.470; 2.554; 2.509; 0.313;
17; 54; 50.386; 1.260; 3.469; 2.554; 2.508; 0.314;
17; 54; 50.436; 1.260; 3.469; 2.554; 2.508; 0.313;
17; 54; 50.486; 1.260; 3.470; 2.555; 2.508; 0.313;
17; 54; 50.536; 1.260; 3.468; 2.555; 2.509; 0.313;
17; 54; 50.586; 1.260; 3.469; 2.555; 2.508; 0.313;
17; 54; 50.636; 1.260; 3.469; 2.556; 2.508; 0.314;
17; 54; 50.686; 1.260; 3.469; 2.555; 2.508; 0.313;
17; 54; 50.736; 1.260; 3.469; 2.555; 2.508; 0.314;
17; 54; 50.786; 1.260; 3.469; 2.554; 2.507; 0.314;
17; 54; 50.836; 1.260; 3.470; 2.554; 2.508; 0.313;
17; 54; 50.886; 1.260; 3.469; 2.555; 2.508; 0.314;
17; 54; 50.936; 1.260; 3.470; 2.554; 2.508; 0.313;
17; 54; 50.986; 1.260; 3.470; 2.554; 2.508; 0.313;
17; 54; 51.036; 1.260; 3.470; 2.555; 2.508; 0.313;
17; 54; 51.086; 1.260; 3.470; 2.554; 2.508; 0.313;
17; 54; 51.136; 1.260; 3.470; 2.552; 2.509; 0.313;
17; 54; 51.186; 1.260; 3.470; 2.553; 2.508; 0.313;
17; 54; 51.236; 1.260; 3.470; 2.553; 2.508; 0.313;
17; 54; 51.286; 1.260; 3.470; 2.553; 2.508; 0.308;
17; 54; 51.336; 1.260; 3.472; 2.552; 2.508; 0.291;
17; 54; 51.386; 1.260; 3.472; 2.552; 2.508; 0.302;
17; 54; 51.436; 1.260; 3.471; 2.552; 2.508; 0.300;
17; 54; 51.587; 1.240; 3.467; 2.556; 2.509; 0.316;
17; 54; 51.637; 1.240; 3.466; 2.555; 2.509; 0.317;
17; 54; 51.687; 1.240; 3.467; 2.557; 2.508; 0.316;
17; 54; 51.737; 1.240; 3.467; 2.557; 2.508; 0.318;
17; 54; 51.787; 1.240; 3.467; 2.556; 2.509; 0.320;
17; 54; 51.837; 1.240; 3.466; 2.555; 2.509; 0.325;
17; 54; 51.887; 1.240; 3.467; 2.557; 2.509; 0.317;
17; 54; 51.937; 1.240; 3.466; 2.556; 2.509; 0.314;
17; 54; 51.987; 1.240; 3.467; 2.556; 2.509; 0.314;
17; 54; 52.037; 1.240; 3.467; 2.555; 2.509; 0.314;
17; 54; 52.087; 1.240; 3.468; 2.556; 2.509; 0.314;
17; 54; 52.137; 1.240; 3.469; 2.556; 2.509; 0.315;
17; 54; 52.187; 1.240; 3.469; 2.555; 2.509; 0.318;
17; 54; 52.237; 1.240; 3.471; 2.555; 2.508; 0.330;
17; 54; 52.287; 1.240; 3.472; 2.554; 2.509; 0.315;
17; 54; 52.337; 1.240; 3.473; 2.553; 2.509; 0.311;
17; 54; 52.387; 1.240; 3.474; 2.552; 2.510; 0.308;
17; 54; 52.437; 1.240; 3.475; 2.552; 2.509; 0.306;
17; 54; 52.487; 1.240; 3.473; 2.550; 2.509; 0.313;
17; 54; 52.537; 1.240; 3.473; 2.552; 2.509; 0.313;
17; 54; 52.587; 1.240; 3.471; 2.552; 2.509; 0.307;
17; 54; 52.637; 1.240; 3.471; 2.553; 2.509; 0.289;
17; 54; 52.687; 1.240; 3.471; 2.552; 2.508; 0.285;
17; 54; 52.737; 1.240; 3.470; 2.552; 2.508; 0.295;
17; 54; 52.787; 1.240; 3.471; 2.553; 2.509; 0.306;
17; 54; 52.837; 1.240; 3.471; 2.553; 2.509; 0.313;
17; 54; 52.887; 1.240; 3.470; 2.553; 2.508; 0.314;
17; 54; 52.937; 1.240; 3.470; 2.554; 2.507; 0.313;
17; 54; 52.987; 1.240; 3.469; 2.555; 2.508; 0.314;
17; 54; 53.037; 1.240; 3.469; 2.554; 2.509; 0.313;
17; 54; 53.192; 1.260; 3.466; 2.556; 2.508; 0.321;
17; 54; 53.242; 1.260; 3.467; 2.556; 2.508; 0.325;
17; 54; 53.292; 1.260; 3.466; 2.556; 2.509; 0.323;
17; 54; 53.342; 1.260; 3.467; 2.557; 2.508; 0.319;
17; 54; 53.392; 1.260; 3.466; 2.556; 2.509; 0.314;
17; 54; 53.442; 1.260; 3.466; 2.557; 2.509; 0.314;
17; 54; 53.492; 1.260; 3.467; 2.556; 2.509; 0.314;
17; 54; 53.542; 1.260; 3.466; 2.557; 2.510; 0.315;
17; 54; 53.592; 1.260; 3.467; 2.557; 2.509; 0.314;
17; 54; 53.642; 1.260; 3.466; 2.557; 2.508; 0.314;
17; 54; 53.692; 1.260; 3.466; 2.557; 2.508; 0.314;
17; 54; 53.742; 1.260; 3.465; 2.558; 2.508; 0.314;
17; 54; 53.792; 1.260; 3.467; 2.557; 2.509; 0.314;
17; 54; 53.842; 1.260; 3.467; 2.556; 2.509; 0.314;
17; 54; 53.892; 1.260; 3.467; 2.554; 2.510; 0.313;
17; 54; 53.942; 1.260; 3.466; 2.557; 2.510; 0.314;
17; 54; 53.992; 1.260; 3.467; 2.556; 2.509; 0.314;
17; 54; 54.042; 1.260; 3.466; 2.557; 2.509; 0.314;
17; 54; 54.092; 1.260; 3.467; 2.556; 2.509; 0.313;
17; 54; 54.142; 1.260; 3.467; 2.556; 2.509; 0.314;
17; 54; 54.192; 1.260; 3.467; 2.556; 2.510; 0.314;
17; 54; 54.242; 1.260; 3.467; 2.556; 2.508; 0.314;
17; 54; 54.292; 1.260; 3.466; 2.557; 2.509; 0.314;
17; 54; 54.342; 1.260; 3.466; 2.557; 2.509; 0.314;
17; 54; 54.392; 1.260; 3.466; 2.557; 2.509; 0.314;
17; 54; 54.442; 1.260; 3.465; 2.557; 2.509; 0.313;
17; 54; 54.492; 1.260; 3.466; 2.556; 2.508; 0.314;
17; 54; 54.542; 1.260; 3.467; 2.557; 2.508; 0.314;
17; 54; 54.592; 1.260; 3.466; 2.557; 2.509; 0.314;
17; 54; 54.642; 1.260; 3.466; 2.556; 2.509; 0.314;
17; 54; 54.785; 1.260; 3.474; 2.552; 2.509; 0.309;
17; 54; 54.835; 1.260; 3.474; 2.552; 2.510; 0.309;
17; 54; 54.885; 1.260; 3.474; 2.551; 2.510; 0.308;
17; 54; 54.935; 1.260; 3.475; 2.552; 2.509; 0.307;
17; 54; 54.985; 1.260; 3.474; 2.552; 2.510; 0.308;
17; 54; 55.035; 1.260; 3.474; 2.552; 2.510; 0.309;
17; 54; 55.085; 1.260; 3.474; 2.553; 2.510; 0.309;
17; 54; 55.135; 1.260; 3.472; 2.555; 2.508; 0.311;
17; 54; 55.185; 1.260; 3.473; 2.552; 2.510; 0.310;
17; 54; 55.235; 1.260; 3.473; 2.552; 2.510; 0.310;
17; 54; 55.285; 1.260; 3.474; 2.553; 2.510; 0.310;
17; 54; 55.335; 1.260; 3.474; 2.553; 2.510; 0.310;
17; 54; 55.385; 1.260; 3.474; 2.554; 2.509; 0.311;
17; 54; 55.435; 1.260; 3.473; 2.552; 2.510; 0.312;
17; 54; 55.485; 1.260; 3.473; 2.553; 2.509; 0.311;
17; 54; 55.535; 1.260; 3.474; 2.554; 2.509; 0.310;
17; 54; 55.585; 1.260; 3.474; 2.553; 2.510; 0.309;
17; 54; 55.635; 1.260; 3.476; 2.552; 2.510; 0.306;
17; 54; 55.685; 1.260; 3.474; 2.551; 2.510; 0.304;
17; 54; 55.735; 1.260; 3.475; 2.552; 2.509; 0.302;
17; 54; 55.785; 1.260; 3.475; 2.552; 2.509; 0.302;
17; 54; 55.835; 1.260; 3.476; 2.550; 2.510; 0.305;
17; 54; 55.885; 1.260; 3.475; 2.552; 2.510; 0.306;
17; 54; 55.935; 1.260; 3.475; 2.552; 2.509; 0.308;
17; 54; 55.985; 1.260; 3.475; 2.552; 2.510; 0.307;
17; 54; 56.035; 1.260; 3.475; 2.552; 2.509; 0.308;
17; 54; 56.085; 1.260; 3.475; 2.551; 2.509; 0.308;
17; 54; 56.135; 1.260; 3.475; 2.551; 2.509; 0.304;
17; 54; 56.185; 1.260; 3.475; 2.551; 2.509; 0.299;
17; 54; 56.235; 1.260; 3.475; 2.551; 2.510; 0.305;
17; 54; 56.396; 1.260; 3.467; 2.556; 2.509; 0.313;
17; 54; 56.446; 1.260; 3.466; 2.556; 2.509; 0.314;
17; 54; 56.496; 1.260; 3.467; 2.556; 2.509; 0.314;
17; 54; 56.546; 1.260; 3.469; 2.555; 2.509; 0.316;
17; 54; 56.596; 1.260; 3.470; 2.556; 2.508; 0.329;
17; 54; 56.646; 1.260; 3.470; 2.554; 2.510; 0.327;
17; 54; 56.696; 1.260; 3.472; 2.554; 2.510; 0.318;
17; 54; 56.746; 1.260; 3.472; 2.555; 2.509; 0.321;
17; 54; 56.796; 1.260; 3.471; 2.555; 2.509; 0.322;
17; 54; 56.846; 1.260; 3.470; 2.554; 2.509; 0.330;
17; 54; 56.896; 1.260; 3.471; 2.554; 2.509; 0.327;
17; 54; 56.946; 1.260; 3.471; 2.553; 2.509; 0.317;
17; 54; 56.996; 1.260; 3.473; 2.553; 2.511; 0.315;
17; 54; 57.046; 1.260; 3.473; 2.554; 2.510; 0.316;
17; 54; 57.096; 1.260; 3.474; 2.552; 2.510; 0.316;
17; 54; 57.146; 1.260; 3.473; 2.553; 2.510; 0.313;
17; 54; 57.196; 1.260; 3.474; 2.552; 2.510; 0.310;
17; 54; 57.246; 1.260; 3.474; 2.553; 2.510; 0.311;
17; 54; 57.296; 1.260; 3.475; 2.552; 2.509; 0.310;
17; 54; 57.346; 1.260; 3.474; 2.551; 2.510; 0.309;
17; 54; 57.396; 1.260; 3.475; 2.552; 2.510; 0.310;
17; 54; 57.446; 1.260; 3.475; 2.552; 2.510; 0.308;
17; 54; 57.496; 1.260; 3.474; 2.552; 2.510; 0.303;
17; 54; 57.546; 1.260; 3.474; 2.551; 2.509; 0.311;
17; 54; 57.596; 1.260; 3.473; 2.551; 2.510; 0.314;
17; 54; 57.646; 1.260; 3.472; 2.552; 2.510; 0.315;
17; 54; 57.696; 1.260; 3.472; 2.552; 2.509; 0.316;
17; 54; 57.746; 1.260; 3.472; 2.551; 2.509; 0.318;
17; 54; 57.796; 1.260; 3.472; 2.551; 2.509; 0.319;
17; 54; 57.846; 1.260; 3.471; 2.552; 2.509; 0.323;
17; 54; 58.012; 1.260; 3.467; 2.556; 2.508; 0.318;
17; 54; 58.062; 1.260; 3.466; 2.556; 2.508; 0.327;
17; 54; 58.112; 1.260; 3.467; 2.557; 2.508; 0.336;
17; 54; 58.162; 1.260; 3.466; 2.555; 2.508; 0.339;
17; 54; 58.212; 1.260; 3.468; 2.554; 2.510; 0.336;
17; 54; 58.262; 1.260; 3.466; 2.557; 2.509; 0.318;
17; 54; 58.312; 1.260; 3.466; 2.556; 2.509; 0.316;
17; 54; 58.362; 1.260; 3.467; 2.557; 2.510; 0.315;
17; 54; 58.412; 1.260; 3.466; 2.556; 2.509; 0.315;
17; 54; 58.462; 1.260; 3.469; 2.556; 2.509; 0.317;
17; 54; 58.512; 1.260; 3.470; 2.555; 2.509; 0.332;
17; 54; 58.562; 1.260; 3.472; 2.554; 2.510; 0.326;
17; 54; 58.612; 1.260; 3.474; 2.552; 2.509; 0.326;
17; 54; 58.662; 1.260; 3.473; 2.551; 2.510; 0.325;
17; 54; 58.712; 1.260; 3.473; 2.551; 2.509; 0.329;
17; 54; 58.762; 1.260; 3.473; 2.551; 2.510; 0.329;
17; 54; 58.812; 1.260; 3.472; 2.550; 2.509; 0.329;
17; 54; 58.862; 1.260; 3.472; 2.552; 2.509; 0.330;
17; 54; 58.912; 1.260; 3.470; 2.553; 2.509; 0.332;
17; 54; 58.962; 1.260; 3.470; 2.552; 2.509; 0.321;
17; 54; 59.012; 1.260; 3.470; 2.554; 2.507; 0.318;
17; 54; 59.062; 1.260; 3.469; 2.553; 2.508; 0.318;
17; 54; 59.112; 1.260; 3.469; 2.554; 2.508; 0.318;
17; 54; 59.162; 1.260; 3.469; 2.554; 2.508; 0.318;
17; 54; 59.212; 1.260; 3.466; 2.555; 2.508; 0.323;
17; 54; 59.262; 1.260; 3.467; 2.554; 2.509; 0.332;
17; 54; 59.312; 1.260; 3.467; 2.555; 2.507; 0.328;
17; 54; 59.362; 1.260; 3.466; 2.556; 2.508; 0.320;
17; 54; 59.412; 1.260; 3.466; 2.555; 2.509; 0.340;
17; 54; 59.462; 1.260; 3.466; 2.557; 2.509; 0.346;
17; 54; 59.613; 1.270; 3.469; 2.555; 2.508; 0.322;
17; 54; 59.663; 1.270; 3.467; 2.555; 2.509; 0.319;
17; 54; 59.713; 1.270; 3.467; 2.556; 2.509; 0.329;
17; 54; 59.763; 1.270; 3.467; 2.555; 2.508; 0.337;
17; 54; 59.813; 1.270; 3.466; 2.556; 2.509; 0.332;
17; 54; 59.863; 1.270; 3.466; 2.556; 2.509; 0.321;
17; 54; 59.913; 1.270; 3.466; 2.556; 2.508; 0.323;
17; 54; 59.963; 1.270; 3.465; 2.556; 2.508; 0.332;
17; 54; 60.013; 1.270; 3.467; 2.555; 2.509; 0.344;
17; 54; 60.063; 1.270; 3.467; 2.554; 2.509; 0.324;
17; 54; 60.113; 1.270; 3.467; 2.557; 2.509; 0.318;
17; 54; 60.163; 1.270; 3.469; 2.556; 2.509; 0.324;
17; 54; 60.213; 1.270; 3.469; 2.554; 2.509; 0.340;
17; 54; 60.263; 1.270; 3.470; 2.555; 2.507; 0.348;
17; 54; 60.313; 1.270; 3.470; 2.553; 2.510; 0.340;
17; 54; 60.363; 1.270; 3.472; 2.554; 2.509; 0.334;
17; 54; 60.413; 1.270; 3.472; 2.553; 2.510; 0.335;
17; 54; 60.463; 1.270; 3.471; 2.553; 2.509; 0.335;
17; 54; 60.513; 1.270; 3.472; 2.554; 2.511; 0.337;
17; 54; 60.563; 1.270; 3.470; 2.553; 2.510; 0.336;
17; 54; 60.613; 1.270; 3.470; 2.554; 2.509; 0.342;
17; 54; 60.663; 1.270; 3.470; 2.554; 2.509; 0.339;
17; 54; 60.713; 1.270; 3.472; 2.553; 2.510; 0.343;
17; 54; 60.763; 1.270; 3.472; 2.552; 2.509; 0.346;
17; 54; 60.813; 1.270; 3.474; 2.552; 2.509; 0.340;
17; 54; 60.863; 1.270; 3.475; 2.551; 2.510; 0.328;
17; 54; 60.913; 1.270; 3.470; 2.552; 2.510; 0.342;
17; 54; 60.963; 1.270; 3.472; 2.551; 2.509; 0.340;
17; 54; 61.013; 1.270; 3.471; 2.551; 2.508; 0.333;
17; 54; 61.063; 1.270; 3.470; 2.552; 2.508; 0.337;
17; 55; 1.204; 1.260; 3.468; 2.556; 2.509; 0.325;
17; 55; 1.254; 1.260; 3.470; 2.554; 2.508; 0.339;
17; 55; 1.304; 1.260; 3.471; 2.552; 2.510; 0.352;
17; 55; 1.354; 1.260; 3.471; 2.554; 2.510; 0.341;
17; 55; 1.404; 1.260; 3.473; 2.553; 2.509; 0.351;
17; 55; 1.454; 1.260; 3.473; 2.554; 2.510; 0.351;
17; 55; 1.504; 1.260; 3.475; 2.551; 2.509; 0.336;
17; 55; 1.554; 1.260; 3.473; 2.552; 2.509; 0.333;
17; 55; 1.604; 1.260; 3.473; 2.550; 2.510; 0.332;
17; 55; 1.654; 1.260; 3.473; 2.550; 2.509; 0.345;
17; 55; 1.704; 1.260; 3.472; 2.551; 2.510; 0.345;
17; 55; 1.754; 1.260; 3.472; 2.552; 2.509; 0.338;
17; 55; 1.804; 1.260; 3.473; 2.552; 2.509; 0.332;
17; 55; 1.854; 1.260; 3.471; 2.552; 2.509; 0.336;
17; 55; 1.904; 1.260; 3.471; 2.552; 2.508; 0.343;
17; 55; 1.954; 1.260; 3.472; 2.553; 2.509; 0.343;
17; 55; 2.004; 1.260; 3.470; 2.553; 2.508; 0.347;
17; 55; 2.054; 1.260; 3.471; 2.552; 2.509; 0.351;
17; 55; 2.104; 1.260; 3.471; 2.552; 2.509; 0.351;
17; 55; 2.154; 1.260; 3.470; 2.553; 2.508; 0.365;
17; 55; 2.204; 1.260; 3.469; 2.554; 2.508; 0.372;
17; 55; 2.254; 1.260; 3.468; 2.554; 2.508; 0.336;
17; 55; 2.304; 1.260; 3.469; 2.554; 2.508; 0.335;
17; 55; 2.354; 1.260; 3.468; 2.554; 2.508; 0.332;
17; 55; 2.404; 1.260; 3.467; 2.555; 2.508; 0.331;
17; 55; 2.454; 1.260; 3.465; 2.556; 2.508; 0.332;
17; 55; 2.504; 1.260; 3.467; 2.555; 2.508; 0.337;
17; 55; 2.554; 1.260; 3.467; 2.555; 2.508; 0.342;
17; 55; 2.604; 1.260; 3.467; 2.557; 2.509; 0.336;
17; 55; 2.654; 1.260; 3.466; 2.557; 2.508; 0.339;
17; 55; 2.805; 1.240; 3.471; 2.554; 2.509; 0.343;
17; 55; 2.855; 1.240; 3.472; 2.553; 2.510; 0.344;
17; 55; 2.905; 1.240; 3.471; 2.553; 2.511; 0.346;
17; 55; 2.955; 1.240; 3.473; 2.554; 2.509; 0.349;
17; 55; 3.005; 1.240; 3.472; 2.554; 2.510; 0.348;
17; 55; 3.055; 1.240; 3.472; 2.553; 2.510; 0.352;
17; 55; 3.105; 1.240; 3.470; 2.555; 2.509; 0.353;
17; 55; 3.155; 1.240; 3.469; 2.556; 2.507; 0.359;
17; 55; 3.205; 1.240; 3.470; 2.554; 2.511; 0.369;
17; 55; 3.255; 1.240; 3.473; 2.553; 2.509; 0.364;
17; 55; 3.305; 1.240; 3.469; 2.556; 2.509; 0.340;
17; 55; 3.355; 1.240; 3.468; 2.556; 2.509; 0.337;
17; 55; 3.405; 1.240; 3.469; 2.556; 2.509; 0.339;
17; 55; 3.455; 1.240; 3.468; 2.556; 2.509; 0.340;
17; 55; 3.505; 1.240; 3.469; 2.555; 2.510; 0.341;
17; 55; 3.555; 1.240; 3.468; 2.556; 2.508; 0.347;
17; 55; 3.605; 1.240; 3.469; 2.555; 2.509; 0.339;
17; 55; 3.655; 1.240; 3.468; 2.556; 2.509; 0.336;
17; 55; 3.705; 1.240; 3.467; 2.556; 2.509; 0.358;
17; 55; 3.755; 1.240; 3.467; 2.555; 2.508; 0.336;
17; 55; 3.805; 1.240; 3.469; 2.556; 2.509; 0.333;
17; 55; 3.855; 1.240; 3.468; 2.555; 2.509; 0.333;
17; 55; 3.905; 1.240; 3.469; 2.557; 2.508; 0.345;
17; 55; 3.955; 1.240; 3.468; 2.555; 2.509; 0.355;
17; 55; 4.005; 1.240; 3.469; 2.555; 2.508; 0.360;
17; 55; 4.055; 1.240; 3.470; 2.554; 2.509; 0.365;
17; 55; 4.105; 1.240; 3.472; 2.553; 2.510; 0.355;
17; 55; 4.155; 1.240; 3.473; 2.552; 2.511; 0.352;
17; 55; 4.205; 1.240; 3.472; 2.553; 2.509; 0.353;
17; 55; 4.255; 1.240; 3.473; 2.553; 2.510; 0.358;
17; 55; 4.411; 1.260; 3.469; 2.554; 2.507; 0.370;
17; 55; 4.461; 1.260; 3.468; 2.555; 2.509; 0.358;
17; 55; 4.511; 1.260; 3.468; 2.555; 2.508; 0.373;
17; 55; 4.561; 1.260; 3.468; 2.555; 2.507; 0.370;
17; 55; 4.611; 1.260; 3.467; 2.555; 2.509; 0.371;
17; 55; 4.661; 1.260; 3.468; 2.555; 2.509; 0.372;
17; 55; 4.711; 1.260; 3.467; 2.555; 2.508; 0.371;
17; 55; 4.761; 1.260; 3.467; 2.555; 2.509; 0.361;
17; 55; 4.811; 1.260; 3.466; 2.557; 2.508; 0.367;
17; 55; 4.861; 1.260; 3.466; 2.556; 2.509; 0.385;
17; 55; 4.911; 1.260; 3.466; 2.556; 2.508; 0.367;
17; 55; 4.961; 1.260; 3.466; 2.557; 2.508; 0.358;
17; 55; 5.011; 1.260; 3.465; 2.556; 2.509; 0.395;
17; 55; 5.061; 1.260; 3.465; 2.557; 2.508; 0.380;
17; 55; 5.111; 1.260; 3.466; 2.556; 2.509; 0.357;
17; 55; 5.161; 1.260; 3.467; 2.557; 2.509; 0.363;
17; 55; 5.211; 1.260; 3.468; 2.556; 2.509; 0.354;
17; 55; 5.261; 1.260; 3.468; 2.555; 2.509; 0.341;
17; 55; 5.311; 1.260; 3.469; 2.554; 2.509; 0.371;
17; 55; 5.361; 1.260; 3.470; 2.554; 2.510; 0.371;
17; 55; 5.411; 1.260; 3.470; 2.554; 2.512; 0.370;
17; 55; 5.461; 1.260; 3.471; 2.555; 2.510; 0.384;
17; 55; 5.511; 1.260; 3.470; 2.555; 2.509; 0.373;
17; 55; 5.561; 1.260; 3.470; 2.553; 2.509; 0.365;
17; 55; 5.611; 1.260; 3.471; 2.554; 2.511; 0.363;
17; 55; 5.661; 1.260; 3.473; 2.553; 2.511; 0.363;
17; 55; 5.711; 1.260; 3.475; 2.550; 2.510; 0.360;
17; 55; 5.761; 1.260; 3.472; 2.550; 2.509; 0.367;
17; 55; 5.811; 1.260; 3.472; 2.551; 2.510; 0.371;
17; 55; 5.861; 1.260; 3.472; 2.549; 2.509; 0.380;
17; 55; 6.021; 1.270; 3.471; 2.553; 2.508; 0.362;
17; 55; 6.071; 1.270; 3.471; 2.553; 2.508; 0.357;
17; 55; 6.121; 1.270; 3.470; 2.552; 2.509; 0.356;
17; 55; 6.171; 1.270; 3.469; 2.554; 2.507; 0.360;
17; 55; 6.221; 1.270; 3.468; 2.554; 2.508; 0.376;
17; 55; 6.271; 1.270; 3.467; 2.556; 2.509; 0.388;
17; 55; 6.321; 1.270; 3.467; 2.556; 2.508; 0.368;
17; 55; 6.371; 1.270; 3.466; 2.555; 2.509; 0.364;
17; 55; 6.421; 1.270; 3.466; 2.556; 2.508; 0.361;
17; 55; 6.471; 1.270; 3.465; 2.557; 2.508; 0.365;
17; 55; 6.521; 1.270; 3.466; 2.558; 2.508; 0.383;
17; 55; 6.571; 1.270; 3.465; 2.556; 2.509; 0.392;
17; 55; 6.621; 1.270; 3.466; 2.556; 2.509; 0.356;
17; 55; 6.671; 1.270; 3.465; 2.557; 2.509; 0.364;
17; 55; 6.721; 1.270; 3.467; 2.556; 2.509; 0.369;
17; 55; 6.771; 1.270; 3.468; 2.556; 2.509; 0.353;
17; 55; 6.821; 1.270; 3.468; 2.555; 2.509; 0.358;
17; 55; 6.871; 1.270; 3.469; 2.555; 2.509; 0.392;
17; 55; 6.921; 1.270; 3.470; 2.555; 2.509; 0.397;
17; 55; 6.971; 1.270; 3.470; 2.555; 2.510; 0.393;
17; 55; 7.021; 1.270; 3.471; 2.554; 2.510; 0.383;
17; 55; 7.071; 1.270; 3.471; 2.554; 2.510; 0.371;
17; 55; 7.121; 1.270; 3.473; 2.552; 2.510; 0.360;
17; 55; 7.171; 1.270; 3.473; 2.551; 2.510; 0.363;
17; 55; 7.221; 1.270; 3.472; 2.551; 2.510; 0.390;
17; 55; 7.271; 1.270; 3.472; 2.551; 2.509; 0.391;
17; 55; 7.321; 1.270; 3.471; 2.553; 2.509; 0.360;
17; 55; 7.371; 1.270; 3.470; 2.553; 2.508; 0.356;
17; 55; 7.421; 1.270; 3.469; 2.553; 2.508; 0.361;
17; 55; 7.471; 1.270; 3.469; 2.555; 2.507; 0.372;
17; 55; 7.622; 1.260; 3.467; 2.556; 2.509; 0.372;
17; 55; 7.672; 1.260; 3.468; 2.555; 2.509; 0.359;
17; 55; 7.722; 1.260; 3.468; 2.555; 2.510; 0.365;
17; 55; 7.772; 1.260; 3.469; 2.556; 2.510; 0.387;
